university_name,rank,qs_uni_link
University of Kiel,301–350,https://www.timeshighereducation.com/world-university-rankings/university-kiel
Kyushu University,301–350,https://www.timeshighereducation.com/world-university-rankings/kyushu-university
University of Liège,301–350,https://www.timeshighereducation.com/world-university-rankings/university-liege
Montpellier University,301–350,https://www.timeshighereducation.com/world-university-rankings/montpellier-university
University of Navarra,301–350,https://www.timeshighereducation.com/world-university-rankings/university-navarra
Northwestern Polytechnical University,301–350,https://www.timeshighereducation.com/world-university-rankings/northwestern-polytechnical-university
Norwegian University of Science and Technology,301–350,https://www.timeshighereducation.com/world-university-rankings/norwegian-university-science-and-technology
Oregon Health and Science University,301–350,https://www.timeshighereducation.com/world-university-rankings/oregon-health-and-science-university
University of Otago,301–350,https://www.timeshighereducation.com/world-university-rankings/university-otago
University of Pavia,301–350,https://www.timeshighereducation.com/world-university-rankings/university-pavia
University of Rome II – Tor Vergata,301–350,https://www.timeshighereducation.com/world-university-rankings/university-rome-ii-tor-vergata
"Royal Holloway, University of London",301–350,https://www.timeshighereducation.com/world-university-rankings/royal-holloway-university-london
"St George’s, University of London",301–350,https://www.timeshighereducation.com/world-university-rankings/st-georges-university-london
Sharif University of Technology,301–350,https://www.timeshighereducation.com/world-university-rankings/sharif-university-technology
University of South Australia,301–350,https://www.timeshighereducation.com/world-university-rankings/university-south-australia
Southeast University,301–350,https://www.timeshighereducation.com/world-university-rankings/southeast-university
Stellenbosch University,301–350,https://www.timeshighereducation.com/world-university-rankings/stellenbosch-university
University of Strathclyde,301–350,https://www.timeshighereducation.com/world-university-rankings/university-strathclyde
Swedish University of Agricultural Sciences,301–350,https://www.timeshighereducation.com/world-university-rankings/swedish-university-agricultural-sciences
Tampere University,301–350,https://www.timeshighereducation.com/world-university-rankings/tampere-university
University of Tartu,301–350,https://www.timeshighereducation.com/world-university-rankings/university-tartu
Universiti Teknologi Petronas,301–350,https://www.timeshighereducation.com/world-university-rankings/universiti-teknologi-petronas
The University of Tennessee-Knoxville,301–350,https://www.timeshighereducation.com/world-university-rankings/university-tennessee-knoxville
University of Turku,301–350,https://www.timeshighereducation.com/world-university-rankings/university-turku
United Arab Emirates University,301–350,https://www.timeshighereducation.com/world-university-rankings/united-arab-emirates-university
University College Cork,301–350,https://www.timeshighereducation.com/world-university-rankings/university-college-cork
Washington State University,301–350,https://www.timeshighereducation.com/world-university-rankings/washington-state-university
Western Sydney University,301–350,https://www.timeshighereducation.com/world-university-rankings/western-sydney-university
University of the Witwatersrand,301–350,https://www.timeshighereducation.com/world-university-rankings/university-witwatersrand
Xiamen University,301–350,https://www.timeshighereducation.com/world-university-rankings/xiamen-university
Aix-Marseille University,351–400,https://www.timeshighereducation.com/world-university-rankings/aix-marseille-university
Amirkabir University of Technology,351–400,https://www.timeshighereducation.com/world-university-rankings/amirkabir-university-technology
Autonomous University of Madrid,351–400,https://www.timeshighereducation.com/world-university-rankings/autonomous-university-madrid
University of Bayreuth,351–400,https://www.timeshighereducation.com/world-university-rankings/university-bayreuth
University of Bordeaux,351–400,https://www.timeshighereducation.com/world-university-rankings/university-bordeaux
Brunel University London,351–400,https://www.timeshighereducation.com/world-university-rankings/brunel-university-london
University of Campinas,351–400,https://www.timeshighereducation.com/world-university-rankings/university-campinas
University of Canberra,351–400,https://www.timeshighereducation.com/world-university-rankings/university-canberra
Chongqing University,351–400,https://www.timeshighereducation.com/world-university-rankings/chongqing-university
"City, University of London",351–400,https://www.timeshighereducation.com/world-university-rankings/city-university-london
University of Colorado Denver/Anschutz Medical Campus,351–400,https://www.timeshighereducation.com/world-university-rankings/university-colorado-denver-anschutz-medical-campus
University of Connecticut,351–400,https://www.timeshighereducation.com/world-university-rankings/university-connecticut
Daegu Gyeongbuk Institute of Science and Technology (DGIST),351–400,https://www.timeshighereducation.com/world-university-rankings/daegu-gyeongbuk-institute-science-and-technology-dgist
Edith Cowan University,351–400,https://www.timeshighereducation.com/world-university-rankings/edith-cowan-university
University of Electronic Science and Technology of China,351–400,https://www.timeshighereducation.com/world-university-rankings/university-electronic-science-and-technology-china
University of Florence,351–400,https://www.timeshighereducation.com/world-university-rankings/university-florence
Free University of Bozen-Bolzano,351–400,https://www.timeshighereducation.com/world-university-rankings/free-university-bozen-bolzano
University of Georgia,351–400,https://www.timeshighereducation.com/world-university-rankings/university-georgia
Hasselt University,351–400,https://www.timeshighereducation.com/world-university-rankings/hasselt-university
Heriot-Watt University,351–400,https://www.timeshighereducation.com/world-university-rankings/heriot-watt-university
Hokkaido University,351–400,https://www.timeshighereducation.com/world-university-rankings/hokkaido-university
Hunan University,351–400,https://www.timeshighereducation.com/world-university-rankings/hunan-university
Illinois Institute of Technology,351–400,https://www.timeshighereducation.com/world-university-rankings/illinois-institute-technology
Iowa State University,351–400,https://www.timeshighereducation.com/world-university-rankings/iowa-state-university
